"BSTNUM";"MUTKOD";"VERVALLEN";"BACKUPID";"ATCODE";"ATOMS";"ATOMSE";"ATKIND";"HGROEPCODE";"RZVClaim";"SourceCode"
"0801";"0";0;"";V09CX;OVERIGE RADIOFARMACA VOOR DIAGNOSTIEK VAN DE NIEREN;OTHER RENAL SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS;"";V09C;0;
"0801";"0";0;"";V09CX01;NATRIUMJOODHIPPURAAT I 123;SODIUM IODOHIPPURATE (123I);"";V09CX;0;
"0801";"0";0;"";V09CX02;NATRIUMJOODHIPPURAAT I 131;SODIUM IODOHIPPURATE (131I);"";V09CX;0;
"0801";"0";0;"";V09CX03;JOTALAMAAT I 125;SODIUM IOTHALAMATE (125I);"";V09CX;0;
"0801";"0";0;"";V09CX04;CHROOM CR 51 EDETAAT;CHROMIUM (51CR) EDETATE;"";V09CX;0;
"0801";"0";0;"";V09D;LEVER EN GALWEGEN;HEPATIC AND RETICULO ENDOTHELIAL SYSTEM;"";V09;0;
"0801";"0";0;"";V09DA;TECHNETIUM TC 99M VERBINDINGEN;TECHNETIUM (99MTC) COMPOUNDS;"";V09D;0;
"0801";"0";0;"";V09DA01;TECHNETIUM TC 99M DISOFENINE;TECHNETIUM (99MTC) DISOFENIN;"";V09DA;0;
"0801";"0";0;"";V09DA02;TECHNETIUM TC 99M ETIFENINE;TECHNETIUM (99MTC) ETIFENIN;"";V09DA;0;
"0801";"0";0;"";V09DA03;TECHNETIUM TC 99M LIDOFENINE;TECHNETIUM (99MTC) LIDOFENIN;"";V09DA;0;
"0801";"0";0;"";V09DA04;TECHNETIUM TC 99M MEBROFENINE;TECHNETIUM (99MTC) MEBROFENIN;"";V09DA;0;
"0801";"0";0;"";V09DA05;TECHNETIUM TC 99M GALTIFENINE;TECHNETIUM (99MTC) GALTIFENIN;"";V09DA;0;
"0801";"0";0;"";V09DB;TECHNETIUM TC 99M DEELTJES EN COLLOIDEN;TECHNETIUM (99MTC), PARTICLES AND COLLOIDS;"";V09D;0;
"0801";"0";0;"";V09DB01;TECHNETIUM TC 99M NANOCOLLOIDE;TECHNETIUM (99MTC) NANOCOLLOID;"";V09DB;0;
"0801";"0";0;"";V09DB02;TECHNETIUM TC 99M MICROCOLLOIDE;TECHNETIUM (99MTC) MICROCOLLOID;"";V09DB;0;
"0801";"0";0;"";V09DB03;TECHNETIUM TC 99M MILLIMICROSFEREN;TECHNETIUM (99MTC) MILLIMICROSPHERES;"";V09DB;0;
"0801";"0";0;"";V09DB04;TECHNETIUM TC 99M TINCOLLOIDE;TECHNETIUM (99MTC) TIN COLLOID;"";V09DB;0;
"0801";"0";0;"";V09DB05;TECHNETIUM TC 99M ZWAVELCOLLOIDE;TECHNETIUM (99MTC) SULFUR COLLOID;"";V09DB;0;
"0801";"0";0;"";V09DB06;TECHNETIUM TC 99M RHENIUMSULFIDECOLLOIDE;TECHNETIUM (99MTC) RHENIUMSULFIDE COLLOID;"";V09DB;0;
"0801";"0";0;"";V09DB07;TECHNETIUM TC 99M FYTAAT;TECHNETIUM (99MTC) PHYTATE;"";V09DB;0;
"0801";"0";0;"";V09DX;OVERIGE RADIOFARMACA VOOR DIAGNOSTIEK VAN LEVER EN GALWEG.;OTHER HEPATIC AND RETICULO ENDOTHELIAL SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS;"";V09D;0;
"0801";"0";0;"";V09DX01;SELENIUM SE 75 TAUROSELCHOLINEZUUR;SELENIUM (75SE) TAUROSELCHOLIC ACID;"";V09DX;0;
"0801";"0";0;"";V09E;ADEMHALINGSSTELSEL;RESPIRATORY SYSTEM;"";V09;0;
"0801";"0";0;"";V09EA;TECHNETIUM TC 99M, INHALATIEPREPARATEN;TECHNETIUM (99MTC), INHALANTS;"";V09E;0;
"0801";"0";0;"";V09EA01;TECHNETIUM TC 99M PENTETAAT;TECHNETIUM (99MTC) PENTETIC ACID;"";V09EA;0;
"0801";"0";0;"";V09EA02;TECHNETIUM TC 99M TECHNEGAS;TECHNETIUM (99MTC) TECHNEGAS;"";V09EA;0;
"0801";"0";0;"";V09EA03;TECHNETIUM TC 99M NANOCOLLOIDE;TECHNETIUM (99MTC) NANOCOLLOID;"";V09EA;0;
"0801";"0";0;"";V09EB;TECHNETIUM TC 99M, DEELTJES VOOR INJECTIE;TECHNETIUM (99MTC), PARTICLES FOR INJECTION;"";V09E;0;
"0801";"0";0;"";V09EB01;TECHNETIUM TC 99M MACROSALB;TECHNETIUM (99MTC) MACROSALB;"";V09EB;0;
"0801";"0";0;"";V09EB02;TECHNETIUM TC 99M MICROSFEREN;TECHNETIUM (99MTC) MICROSPHERES;"";V09EB;0;
"0801";"0";0;"";V09EX;OVERIGE RADIOFARMACA VOOR DIAGNOSTIEK ADEMHALINGSSTELSEL;OTHER RESPIRATORY SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS;"";V09E;0;
"0801";"0";0;"";V09EX01;KRYPTON KR 81M GAS;KRYPTON (81MKR) GAS;"";V09EX;0;
"0801";"0";0;"";V09EX02;XENON XE 127 GAS;XENON (127XE) GAS;"";V09EX;0;
"0801";"0";0;"";V09EX03;XENON XE 133 GAS;XENON (133XE) GAS;"";V09EX;0;
"0801";"0";0;"";V09F;SCHILDKLIER;THYROID;"";V09;0;
"0801";"0";0;"";V09FX;DIVERSE RADIOFARMACA VOOR DIAGNOSTIEK VAN DE SCHILDKLIER;VARIOUS THYROID DIAGNOSTIC RADIOPHARMACEUTICALS;"";V09F;0;
"0801";"0";0;"";V09FX01;TECHNETIUM TC 99M PERTECHNETAAT;TECHNETIUM (99MTC) PERTECHNETATE;"";V09FX;0;
"0801";"0";0;"";V09FX02;NATRIUMJODIDE I 123;SODIUM IODIDE (123I);"";V09FX;0;
"0801";"0";0;"";V09FX03;NATRIUMJODIDE I 131;SODIUM IODIDE (131I);"";V09FX;0;
"0801";"0";0;"";V09FX04;NATRIUMJODIDE I 124;SODIUM IODIDE (124I);"";V09FX;0;
"0801";"0";0;"";V09G;HARTVAATSTELSEL;CARDIOVASCULAR SYSTEM;"";V09;0;
"0801";"0";0;"";V09GA;TECHNETIUM TC 99M VERBINDINGEN;TECHNETIUM (99MTC) COMPOUNDS;"";V09G;0;
"0801";"0";0;"";V09GA01;TECHNETIUM TC 99M SESTAMIBI;TECHNETIUM (99MTC) SESTAMIBI;"";V09GA;0;
"0801";"0";0;"";V09GA02;TECHNETIUM TC 99M TETROFOSMINE;TECHNETIUM (99MTC) TETROFOSMIN;"";V09GA;0;
"0801";"0";0;"";V09GA03;TECHNETIUM TC 99M TEBOROXIM;TECHNETIUM (99MTC) TEBOROXIME;"";V09GA;0;
"0801";"0";0;"";V09GA04;TECHNETIUM TC 99M ALBUMINE;TECHNETIUM (99MTC) HUMAN ALBUMIN;"";V09GA;0;
"0801";"0";0;"";V09GA05;TECHNETIUM TC 99M FURIFOSMINE;TECHNETIUM (99MTC) FURIFOSMIN;"";V09GA;0;
"0801";"0";0;"";V09GA06;TECHNETIUM TC 99M TIN GEMERKTE CELLEN;TECHNETIUM (99MTC) STANNOUS AGENT LABELLED CELLS;"";V09GA;0;
"0801";"0";0;"";V09GA07;TECHNETIUM TC 99M APCITIDE;TECHNETIUM (99MTC) APCITIDE;"";V09GA;0;
"0801";"0";0;"";V09GB;JODIUM I 125 VERBINDINGEN;IODINE (125I) COMPOUNDS;"";V09G;0;
"0801";"0";0;"";V09GB01;JODIUM I 125 FIBRINOGEEN;FIBRINOGEN (125I);"";V09GB;0;
"0801";"0";0;"";V09GB02;JODIUM I 125 ALBUMINE;IODINE (125I) HUMAN ALBUMIN;"";V09GB;0;
"0801";"0";0;"";V09GX;OVERIGE RADIOFARMACA VOOR DIAGNOSTIEK HARTVAATSTELSEL;OTHER CARDIOVASCULAR SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS;"";V09G;0;
"0801";"0";0;"";V09GX01;THALLIUM TL 201 CHLORIDE;THALLIUM (201TL) CHLORIDE;"";V09GX;0;
"0801";"0";0;"";V09GX02;INDIUM IN 111 IMCIROMAB;INDIUM (111IN) IMCIROMAB;"";V09GX;0;
"0801";"0";0;"";V09GX03;CHROOM CR 51 CHROMAAT GEMERKTE CELLEN;CHROMIUM (51CR) CHROMATE LABELLED CELLS;"";V09GX;0;
"0801";"0";0;"";V09GX04;RUBIDIUM RB 82 CHLORIDE;RUBIDIUM (82RB) CHLORIDE;"";V09GX;0;
"0801";"0";0;"";V09H;ONTSTEKING EN INFECTIE;INFLAMMATION AND INFECTION DETECTION;"";V09;0;
"0801";"0";0;"";V09HA;TECHNETIUM TC 99M VERBINDINGEN;TECHNETIUM (99MTC) COMPOUNDS;"";V09H;0;
"0801";"0";0;"";V09HA01;TECHNETIUM TC 99M IMMUNOGLOBULINE;TECHNETIUM (99MTC) HUMAN IMMUNOGLOBULIN;"";V09HA;0;
"0801";"0";0;"";V09HA02;TECHNETIUM TC 99M EXAMETAZIM GEMERKTE CELLEN;TECHNETIUM (99MTC) EXAMETAZIME LABELLED CELLS;"";V09HA;0;
"0801";"0";0;"";V09HA03;TECHNETIUM TC 99M ANTIGRANULOCYT ANTILICHAAM;TECHNETIUM (99MTC) ANTIGRANULOCYTE ANTIBODY;"";V09HA;0;
"0801";"0";0;"";V09HA04;TECHNETIUM TC 99M SULESOMAB;TECHNETIUM (99MTC) SULESOMAB;"";V09HA;0;
"0801";"0";0;"";V09HB;INDIUM IN 111 VERBINDINGEN;INDIUM (111IN) COMPOUNDS;"";V09H;0;
"0801";"0";0;"";V09HB01;INDIUM IN 111 OXINE GEMERKTE CELLEN;INDIUM (111IN) OXINATE LABELLED CELLS;"";V09HB;0;
"0801";"0";0;"";V09HB02;INDIUM IN 111 TROPOLONAAT GEMERKTE CELLEN;INDIUM (111IN) TROPOLONATE LABELLED CELLS;"";V09HB;0;
"0801";"0";0;"";V09HX;OVERIGE RADIOFARMACA VOOR DIAGNOSTIEK ONTSTEKING/INFECTIE;OTHER DIAGNOSTIC RADIOPHARMACEUTICALS FOR INFLAMMATION AND INFECTION DETECTION;"";V09H;0;
"0801";"0";0;"";V09HX01;GALLIUM GA 67 CITRAAT;GALLIUM (67GA) CITRATE;"";V09HX;0;
"0801";"0";0;"";V09I;TUMOR;TUMOUR DETECTION;"";V09;0;
"0801";"0";0;"";V09IA;TECHNETIUM TC 99M VERBINDINGEN;TECHNETIUM (99MTC) COMPOUNDS;"";V09I;0;
"0801";"0";0;"";V09IA01;TECHNETIUM TC 99M ANTI-CEA ANTILICHAAM;TECHNETIUM (99MTC) ANTICARCINOEMBRYONICANTIGEN ANTIBODY;"";V09IA;0;
"0801";"0";0;"";V09IA02;TECHNETIUM TC 99M ANTIMELANOOM ANTILICHAAM;TECHNETIUM (99MTC) ANTIMELANOMA ANTIBODY;"";V09IA;0;
"0801";"0";0;"";V09IA03;TECHNETIUM TC 99M PENTAVALENT SUCCIMER;TECHNETIUM (99MTC) PENTAVALENT SUCCIMER;"";V09IA;0;
"0801";"0";0;"";V09IA04;TECHNETIUM TC 99M VOTUMUMAB;TECHNETIUM (99MTC) VOTUMUMAB;"";V09IA;0;
"0801";"0";0;"";V09IA05;TECHNETIUM TC 99M DEPREOTIDE;TECHNETIUM (99MTC) DEPREOTIDE;"";V09IA;0;
"0801";"0";0;"";V09IA06;TECHNETIUM TC 99M ARCITUMOMAB;TECHNETIUM (99MTC) ARCITUMOMAB;"";V09IA;0;
"0801";"0";0;"";V09IA07;TECHNETIUM TC 99M HYNIC-OCTREOTIDE;TECHNETIUM (99MTC) HYNIC-OCTREOTIDE;"";V09IA;0;
"0801";"0";0;"";V09IA08;TECHNETIUM TC 99M ETARFOLATIDE;TECHNETIUM (99MTC) ETARFOLATIDE;"";V09IA;0;
"0801";"0";0;"";V09IA09;TECHNETIUM TC 99M TILMANOCEPT;TECHNETIUM (99MTC) TILMANOCEPT;"";V09IA;0;
"0801";"0";0;"";V09IB;INDIUM IN 111 VERBINDINGEN;INDIUM (111IN) COMPOUNDS;"";V09I;0;
"0801";"0";0;"";V09IB01;INDIUM IN 111 PENTETREOTIDE;INDIUM (111IN) PENTETREOTIDE;"";V09IB;0;
"0801";"0";0;"";V09IB02;INDIUM IN 111 SATUMOMAB;INDIUM (111IN) SATUMOMAB PENDETIDE;"";V09IB;0;
"0801";"0";0;"";V09IB03;INDIUM IN 111 ANTIOVARIUMCARCINOOM ANTILICHAAM;INDIUM (111IN) ANTIOVARIUMCARCINOMA ANTIBODY;"";V09IB;0;
"0801";"0";0;"";V09IB04;INDIUM IN 111 CAPROMAB;INDIUM (111IN) CAPROMAB PENDETIDE;"";V09IB;0;
"0801";"0";0;"";V09IX;OVERIGE RADIOFARMACA VOOR DIAGNOSTIEK BIJ TUMOR;OTHER DIAGNOSTIC RADIOPHARMACEUTICALS FOR TUMOUR DETECTION;"";V09I;0;
"0801";"0";0;"";V09IX01;JOBENGUAAN I 123;IOBENGUANE (123I);"";V09IX;0;
"0801";"0";0;"";V09IX02;JOBENGUAAN I 131;IOBENGUANE (131I);"";V09IX;0;
"0801";"0";0;"";V09IX03;CC49 MONOCLONAAL ANTILICHAAM I 125;IODINE (125I) CC49-MONOCLONAL ANTIBODY;"";V09IX;0;
"0801";"0";0;"";V09IX04;FLUDEOXYGLUCOSE F18;FLUDEOXYGLUCOSE (18F);"";V09IX;0;
"0801";"0";0;"";V09IX05;FLUORODOPA F 18;FLUORODOPA (18F);"";V09IX;0;
"0801";"0";0;"";V09IX06;NATRIUMFLUORIDE F 18;SODIUM FLUORIDE (18F);"";V09IX;0;
"0801";"0";0;"";V09IX07;FLUORCHOLINE F 18;FLUOROCHOLINE(18F);"";V09IX;0;
"0801";"0";0;"";V09IX08;FLUOROETHYLCHOLINE (18F);FLUOROETHYLCHOLINE (18F);"";V09IX;0;
"0801";"0";0;"";V09X;OVERIGE RADIOFARMACA VOOR DIAGNOSTIEK;OTHER DIAGNOSTIC RADIOPHARMACEUTICALS;"";V09;0;
"0801";"0";0;"";V09XA;JODIUM I 131 VERBINDINGEN;IODINE (131I) COMPOUNDS;"";V09X;0;
"0801";"0";0;"";V09XA01;JODIUM I 131 NORCHOLESTEROL;IODINE (131I) NORCHOLESTEROL;"";V09XA;0;
"0801";"0";0;"";V09XA02;JODOCHOLESTEROL I 131;IODOCHOLESTEROL (131I);"";V09XA;0;
"0801";"0";0;"";V09XA03;JODIUM I 131 ALBUMINE;IODINE (131I) HUMAN ALBUMIN;"";V09XA;0;
"0801";"0";0;"";V09XX;DIVERSE RADIOFARMACA VOOR DIAGNOSTIEK;VARIOUS DIAGNOSTIC RADIOPHARMACEUTICALS;"";V09X;0;
"0801";"0";0;"";V09XX01;CYANOCOBALAMINE CO 57;COBALT (57CO) CYANOCOBALAMINE;"";V09XX;0;
"0801";"0";0;"";V09XX02;CYANOCOBALAMINE CO 58;COBALT (58CO) CYANOCOBALAMINE;"";V09XX;0;
"0801";"0";0;"";V09XX03;SELENIUM SE 75 NORCHOLESTEROL;SELENIUM (75SE) NORCHOLESTEROL;"";V09XX;0;
"0801";"0";0;"";V09XX04;FERRICITRAAT FE 59;FERRIC (59FE) CITRATE;"";V09XX;0;
"0801";"0";0;"";V10;RADIOFARMACA VOOR THERAPIE;THERAPEUTIC RADIOPHARMACEUTICALS;"";V;0;
"0801";"0";0;"";V10A;ANTI-INFLAMMATOIRE MIDDELEN;ANTIINFLAMMATORY AGENTS;"";V10;0;
"0801";"0";0;"";V10AA;YTTRIUM Y 90 VERBINDINGEN;YTTRIUM (90Y) COMPOUNDS;"";V10A;0;
"0801";"0";0;"";V10AA01;YTTRIUM Y 90 CITRAATCOLLOIDE;YTTRIUM (90Y) CITRATE COLLOID;"";V10AA;0;
"0801";"0";0;"";V10AA02;YTTRIUM Y 90 FERRIHYDROXIDECOLLOIDE;YTTRIUM (90Y) FERRIHYDROXIDE COLLOID;"";V10AA;0;
"0801";"0";0;"";V10AA03;YTTRIUM Y 90 SILICAATCOLLOIDE;YTTRIUM (90Y) SILICATE COLLOID;"";V10AA;0;
"0801";"0";0;"";V10AX;OVERIGE ANTI-INFLAMMATOIRE RADIOFARMACA VOOR THERAPIE;OTHER ANTIINFLAMMATORY THERAPEUTIC RADIOPHARMACEUTICALS;"";V10A;0;
"0801";"0";0;"";V10AX01;CHROOMFOSFAAT P 32 COLLOIDE;PHOSPHOROUS (32P) CHROMICPHOSPHATE COLLOID;"";V10AX;0;
"0801";"0";0;"";V10AX02;SAMARIUM SM 153 HYDROXYAPATIETCOLLOIDE;SAMARIUM (153SM) HYDROXYAPATITE COLLOID;"";V10AX;0;
"0801";"0";0;"";V10AX03;DYSPROSIUM DY 165 COLLOIDE;DYSPROSIUM (165DY) COLLOID;"";V10AX;0;
"0801";"0";0;"";V10AX04;ERBIUM ER 169 CITRAATCOLLOIDE;ERBIUM (169ER) CITRATE COLLOID;"";V10AX;0;
"0801";"0";0;"";V10AX05;RHENIUM RE 186 SULFIDECOLLOIDE;RHENIUM (186RE) SULFIDE COLLOID;"";V10AX;0;
"0801";"0";0;"";V10AX06;GOUD AU 198 COLLOIDE;GOLD (198AU) COLLOIDAL;"";V10AX;0;
"0801";"0";0;"";V10B;PIJNSTILLING (BOTZOEKENDE MIDDELEN);PAIN PALLIATION (BONE SEEKING AGENTS);"";V10;0;
"0801";"0";0;"";V10BX;DIVERSE RADIOFARMACA VOOR PIJNSTILLING;VARIOUS PAIN PALLIATION RADIOPHARMACEUTICALS;"";V10B;0;
"0801";"0";0;"";V10BX01;STRONTIUM SR 89 CHLORIDE;STRONTIUM (89SR) CHLORIDE;"";V10BX;0;
"0801";"0";0;"";V10BX02;SAMARIUM SM 153 LEXIDRONAM;SAMARIUM (153SM) LEXIDRONAM;"";V10BX;0;
"0801";"0";0;"";V10BX03;RHENIUM RE 186 ETIDRONINEZUUR;RHENIUM (186RE) ETIDRONIC ACID;"";V10BX;0;
"0801";"0";0;"";V10X;OVERIGE RADIOFARMACA VOOR THERAPIE;OTHER THERAPEUTIC RADIOPHARMACEUTICALS;"";V10;0;
"0801";"0";0;"";V10XA;JODIUM I 131 VERBINDINGEN;IODINE (131I) COMPOUNDS;"";V10X;0;
"0801";"0";0;"";V10XA01;NATRIUMJODIDE I 131;SODIUM IODIDE (131I);"";V10XA;0;
"0801";"0";0;"";V10XA02;JOBENGUAAN I 131;IOBENGUANE (131I);"";V10XA;0;
"0801";"0";0;"";V10XA53;TOSITUMOMAB MET TOSITUMOMAB 131 I;TOSITUMOMAB/IODINE (131I) TOSITUMOMAB;"";V10XA;0;
"0801";"0";0;"";V10XX;DIVERSE RADIOFARMACA VOOR THERAPIE;VARIOUS THERAPEUTIC RADIOPHARMACEUTICALS;"";V10X;0;
"0801";"0";0;"";V10XX01;NATRIUMFOSFAAT P 32;SODIUM PHOSPHATE (32P);"";V10XX;0;
"0801";"0";0;"";V10XX02;YTTRIUM Y 90 IBRITUMOMAB;IBRITUMOMAB TIUXETAN (90Y);"";V10XX;0;
"0801";"0";0;"";V10XX03;RADIUM 223 RA DICHLORIDE;RADIUM (223RA) DICHLORIDE;"";V10XX;0;
"0801";"0";0;"";V20;CHIRURGISCH VERBAND;SURGICAL DRESSINGS;"";V;0;
"0801";"1";1;"";Y;NIET INGEVULD;"";"1";"";0;
"0801";"0";0;"";Z;NIET VAN TOEPASSING;"";"1";"";0;
"0801";"0";0;"";A03FA08;CINITAPRIDE;CINITAPRIDE;"";A03FA;0;
"0801";"0";0;"";A04AD14;ROLAPITANT;ROLAPITANT;"";A04AD;0;
"0801";"0";0;"";A06AH04;NALOXON;NALOXONE;"";A06AH;0;
"0801";"0";0;"";A07DA06;ELUXADOLINE;ELUXADOLINE;"";A07DA;0;
"0801";"0";0;"";A10BJ;GLUCAGONACHTIG PEPTIDE-1-AGONISTEN (GLP-1-AGONISTEN);GLUCAGON-LIKE PEPTIDE-1 (GLP-1) ANALOGUES;"";A10B;0;
"0801";"0";0;"";A10BJ01;EXENATIDE;EXENATIDE;"";A10BJ;0;
"0801";"0";0;"";A10BJ02;LIRAGLUTIDE;LIRAGLUTIDE;"";A10BJ;0;
"0801";"0";0;"";A10BJ03;LIXISENATIDE;LIXISENATIDE;"";A10BJ;0;
"0801";"0";0;"";A10BJ04;ALBIGLUTIDE;ALBIGLUTIDE;"";A10BJ;0;
"0801";"0";0;"";A10BJ05;DULAGLUTIDE;DULAGLUTIDE;"";A10BJ;0;
"0801";"0";0;"";A10BK;NATRIUMGLUCOSE-COTRANSPORTER-2-REMMERS (SGLT-2-REMMERS);SODIUM-GLUCOSE CO-TRANSPORTER 2 (SGLT2) INHIBITORS;"";A10B;0;
"0801";"0";0;"";A10BK01;DAPAGLIFLOZINE;DAPAGLIFLOZIN;"";A10BK;0;
"0801";"0";0;"";A10BK02;CANAGLIFLOZINE;CANAGLIFLOZIN;"";A10BK;0;
"0801";"0";0;"";A10BK03;EMPAGLIFLOZINE;EMPAGLIFLOZIN;"";A10BK;0;
"0801";"0";0;"";A16AA07;METRELEPTINE;METRELEPTIN;"";A16AA;0;
"0801";"0";0;"";A16AX12;TRIENTINE;TRIENTINE;"";A16AX;0;
"0801";"0";0;"";A16AX13;URIDINETRIACETAAT;URIDINE TRIACETATE;"";A16AX;0;
"0801";"0";0;"";B01AF03;EDOXABAN;EDOXABAN;"";B01AF;0;
"0801";"0";0;"";B03AB10;FERRIMALTOL;FERRIC MALTOL;"";B03AB;0;
"0801";"0";0;"";C01BA13;HYDROKINIDINE;HYDROQUINIDINE;"";C01BA;0;
"0801";"0";0;"";C01EB23;TIAZOTINEZUUR;TIAZOTIC ACID;"";C01EB;0;
"0801";"0";0;"";C07AB14;LANDIOLOL;LANDIOLOL;"";C07AB;0;
"0801";"0";0;"";C07FB13;METOPROLOL MET AMLODIPINE;METOPROLOL AND AMLODIPINE;"";C07FB;0;
"0801";"0";0;"";C07FX;BETA-BLOKKERS, OVERIGE COMBINATIEPREPARATEN;BETA BLOCKING AGENTS, OTHER COMBINATIONS;"";C07F;0;
"0801";"0";0;"";C07FX01;PROPRANOLOL, OVERIGE COMBINATIEPREPARATEN;PROPRANOLOL AND OTHER COMBINATIONS;"";C07FX;0;
"0801";"0";0;"";C07FX02;SOTALOL MET ACETYLSALICYLZUUR;SOTALOL AND ACETYLSALICYLIC ACID;"";C07FX;0;
"0801";"0";0;"";C07FX03;METOPROLOL MET ACETYLSALICYLZUUR;METOPROLOL AND ACETYLSALICYLIC ACID;"";C07FX;0;
"0801";"0";0;"";C07FX04;BISOPROLOL MET ACETYLSALICYLZUUR;BISOPROLOL AND ACETYLSALICYLIC ACID;"";C07FX;0;
"0801";"0";0;"";C07FX05;METOPROLOL MET IVABRADINE;METOPROLOL AND IVABRADINE;"";C07FX;0;
"0801";"0";0;"";C07FX06;CARVEDILOL MET IVABRADINE;CARVEDILOL AND IVABRADINE;"";C07FX;0;
"0801";"0";0;"";C10AX14;ALIROCUMAB;ALIROCUMAB;"";C10AX;0;
"0801";"0";0;"";C10BX12;ATORVASTATINE MET ACETYLSALICYLZUUR EN PERINDOPRIL;ATORVASTATIN, ACETYLSALICYLIC ACID AND PERINDOPRIL;"";C10BX;0;
"0801";"0";0;"";D03AX13;BERKENSCHORS;BETULAE CORTEX;"";D03AX;0;
"0801";"0";0;"";D11AX23;AMINOBENZOAAT KALIUM;AMINOBENZOATE POTASSIUM;"";D11AX;0;
"0801";"0";0;"";D11AX24;DEOXYCHOLZUUR;DEOXYCHOLIC ACID;"";D11AX;0;
"0801";"0";0;"";G03GA10;FOLLITROPINE DELTA;FOLLITROPIN DELTA;"";G03GA;0;
"0801";"0";0;"";G04BD13;DESFESOTERODINE;DESFESOTERODINE;"";G04BD;0;
"0801";"0";0;"";J05AF13;TENOFOVIRALAFENAMIDE;TENOFOVIR ALAFENAMIDE;"";J05AF;0;
"0801";"1";1;"";J05AX68;ELBASVIR MET GRAZOPREVIR;ELBASVIR AND GRAZOPREVIR;"";J05AX;0;
"0801";"1";1;"";J06BB21;BEZLOTOXUMAB;BEZLOTOXUMAB;"";J06BB;0;
"0801";"1";1;"";L01XC23;ELOTUZUMAB;ELOTUZUMAB;"";L01XC;0;
"0801";"1";1;"";L01XC24;DARATUMUMAB;DARATUMUMAB;"";L01XC;0;
"0801";"1";1;"";L01XC25;MOGAMULIZUMAB;MOGAMULIZUMAB;"";L01XC;0;
"0801";"1";1;"";L01XC26;INOTUZUMAB OZOGAMICINE;INOTUZUMAB OZOGAMICIN;"";L01XC;0;
"0801";"1";1;"";L01XE35;OSIMERTINIB;OSIMERTINIB;"";L01XE;0;
"0801";"1";1;"";L01XE36;ALECTINIB;ALECTINIB;"";L01XE;0;
"0801";"1";1;"";L01XE37;ROCILETINIB;ROCILETINIB;"";L01XE;0;
"0801";"1";1;"";L01XE38;COBIMETINIB;COBIMETINIB;"";L01XE;0;
"0801";"1";1;"";L01XE39;MIDOSTAURINE;MIDOSTAURIN;"";L01XE;0;
"0801";"1";1;"";L01XE40;OLMUTINIB;OLMUTINIB;"";L01XE;0;
"0801";"1";1;"";L01XX51;TALIMOGEEN LAHERPAREPVEC;TALIMOGENE LAHERPAREPVEC;"";L01XX;0;
"0801";"0";0;"";L01XX52;VENETOCLAX;VENETOCLAX;"";L01XX;0;
"0801";"0";0;"";L01XX53;VOSAROXINE;VOSAROXIN;"";L01XX;0;
"0801";"0";0;"";L03AA16;EMPEGFILGRASTIM;EMPEGFILGRASTIM;"";L03AA;0;
"0801";"0";0;"";L04AA36;OCRELIZUMAB;OCRELIZUMAB;"";L04AA;0;
"0801";"0";0;"";L04AA37;BARICITINIB;BARICITINIB;"";L04AA;0;
"0801";"0";0;"";L04AC13;IXEKIZUMAB;IXEKIZUMAB;"";L04AC;0;
"0801";"0";0;"";L04AC14;SARILUMAB;SARILUMAB;"";L04AC;0;
"0801";"0";0;"";M02AA28;PIKETOPROFEN;PIKETOPROFEN;"";M02AA;0;
"0801";"0";0;"";M05BX05;BUROSUMAB;BUROSUMAB;"";M05BX;0;
"0801";"0";0;"";M09AX05;ACENEURAMINEZUUR;ACENEURAMIC ACID;"";M09AX;0;
"0801";"0";0;"";N02AJ;OPIOIDEN MET NIET-OPIOIDE ANALGETICA;OPIOIDS IN COMBINATION WITH NON-OPIOID ANALGESICS;"";N02A;0;
"0801";"0";0;"";N02AJ01;DIHYDROCODEINE MET PARACETAMOL;DIHYDROCODEINE AND PARACETAMOL;"";N02AJ;0;
"0801";"0";0;"";N02AJ02;DIHYDROCODEINE MET ACETYLSALICYLZUUR;DIHYDROCODEINE AND ACETYLSALICYLIC ACID;"";N02AJ;0;
"0801";"0";0;"";N02AJ03;DIHYDROCODEINE MET OVERIGE NIET-OPIOIDE ANALGETICA;DIHYDROCODEINE AND OTHER NON-OPIOID ANALGESICS;"";N02AJ;0;
"0801";"0";0;"";N02AJ06;CODEINE MET PARACETAMOL;CODEINE AND PARACETAMOL;"";N02AJ;0;
"0801";"0";0;"";N02AJ07;CODEINE MET ACETYLSALICYLZUUR;CODEINE AND ACETYLSALICYLIC ACID;"";N02AJ;0;
"0801";"0";0;"";N02AJ08;CODEINE MET IBUPROFEN;CODEINE AND IBUPROFEN;"";N02AJ;0;
"0801";"0";0;"";N02AJ09;CODEINE MET OVERIGE NIET-OPIOIDE ANALGETICA;CODEINE AND OTHER NON-OPIOID ANALGESICS;"";N02AJ;0;
"0801";"0";0;"";N02AJ13;TRAMADOL MET PARACETAMOL;TRAMADOL AND PARACETAMOL;"";N02AJ;0;
"0801";"0";0;"";N02AJ14;TRAMADOL MET DEXKETOPROFEN;TRAMADOL AND DEXKETOPROFEN;"";N02AJ;0;
